ProductID,Name,Winery,WineType,Year,Price,Region,Country,Rating,NumberOfRatings
p002070,Macabeo 2018,Las Corazas,White Wine,2018,$6.0,Castilla,,,
p002071,Passivento Rosso 2018,Barone Montalto,Red Wine,2018,$8.29,Terre Siciliane,,,
p002072,Fleur de Clinet Pomerol 2013,Château Clinet,Red Wine,2013,$32.07,Pomerol,,,
p002073,Summer In A Bottle Rosé 2019,Wölffer Estate,Rose,2019,$24.9,Long Island,,,
p002074,Sauvignon Blanc 2017,Alois Lageder,White Wine,2017,$11.9,Südtirol - Alto Adige,,,
p002075,Brut Mosaic Signature Aged 5 Years N.V.,Jacquart,Sparkling Wine,N.V.,$35.0,Champagne,,,
p002076,Prosecco Brut N.V.,Cielo e Terra,Sparkling Wine,N.V.,$6.9,Prosecco,,,
p002077,Barbera d'Asti Lavignone 2018,Pico Maccario,Red Wine,2018,$9.95,Barbera d'Asti,,,
p002078,Barolo Aeroplan Servaj 2007,Domenico Clerico,Red Wine,2007,$110.74,Barolo,,,
p002079,Valpolicella Superiore 2017,Allegrini,Red Wine,2017,$12.4,Valpolicella,,,
p002080,Estoras Sauvignon Blanc 2017,Esterházy,White Wine,2017,$12.25,Burgenland,,,
p002081,Rosato Frizzante N.V.,Pizzolato,Sparkling Wine,N.V.,$10.25,Veneto,,,
p002082,Rouge 2016,Alto Estate,Red Wine,2016,$9.5,Stellenbosch,,,
p002083,Weiler Schlipf Spätburgunder 2014,Claus Schneider,Red Wine,2014,$22.0,Baden,,,
p002084,Cabernet Sauvignon 2018,Cape Town Wine Co,Red Wine,2018,$7.5,Cape Town,,,
p002085,Gigondas Vieilles Vignes 2016,Tardieu-Laurent,Red Wine,2016,$31.4,Gigondas,,,
p002086,Dolcetto d'Alba 2018,G.D. Vajra,Red Wine,2018,$12.62,Dolcetto d'Alba,,,
p002087,1300 Torrontés 2019,Andeluna,White Wine,2019,$7.99,Tupungato,,,
p002088,Merlot 2015,Montes Alpha,Red Wine,2015,$16.09,Colchagua Valley,,,
p002089,Since 1974 Primitivo di Manduria 2017,Emera,Red Wine,2017,$13.15,Primitivo di Manduria,,,
p002090,White Block Chardonnay 2018,Bremerton,White Wine,2018,$19.3,Langhorne Creek,,,
p002091,Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.,Agrapart & Fils,Sparkling Wine,N.V.,$57.0,Champagne Grand Cru 'Avize',,,
p002092,Brunello di Montalcino 2012,Valdicava,Red Wine,2012,$67.8,Brunello di Montalcino,,,
p002093,Diamond Collection Zinfandel (Red Label) 2017,Francis Ford Coppola,Red Wine,2017,$18.5,Napa Valley,,,
p002094,Shiraz (Baker Station) 2016,Franschhoek Cellar,Red Wine,2016,$8.5,Franschhoek,,,
p002095,Côtes du Rhône Rouge 2017,Domaine Roche Audran,Red Wine,2017,$9.9,Côtes-du-Rhône,,,
p002096,Killka Cabernet Sauvignon 2017,Salentein,Red Wine,2017,$9.25,Uco Valley,,,
p002097,Riesling Brut N.V.,Raumland,Sparkling Wine,N.V.,$17.9,Rheinhessen,,,
p002098,Syrah 2017,Chateau Ste. Michelle,Red Wine,2017,$13.49,Columbia Valley,,,
p002099,Les Deux Tours Sauvignon Blanc 2018,de Ladoucette,White Wine,2018,$15.3,Loire Valley,,,
p002100,Cabernet Sauvignon 2017,Middelvlei,Red Wine,2017,$13.09,Stellenbosch,,,
p002101,Millepassi Bolgheri Superiore 2016,Donna Olimpia,Red Wine,2016,$46.79,Bolgheri Superiore,,,
p002102,Scaia Rosato 2019,Tenuta Sant'Antonio,Rose,2019,$7.95,Veneto,,,
p002103,Rotschiefer Riesling 2014,Sorentberg,White Wine,2014,$14.7,Mosel,,,
p002104,More 2015,Collavini,Red Wine,2015,$12.99,delle Venezie,,,
p002105,Barrel Fermented Chenin Blanc 2018,Stellenrust,White Wine,2018,$18.42,Stellenbosch,,,
p002106,PS (Pagos Seleccionados) Ribera del Duero 2014,Aalto,Red Wine,2014,$189.0,Ribera del Duero,,,
p002107,Estate Carmenère 2017,De Martino,Red Wine,2017,$7.53,Maipo Valley,,,
p002108,Pinot Noir *** 2016,Weingut Holger Koch,Red Wine,2016,$22.9,Baden,,,
p002109,Rosso di Montalcino 2015,Castiglion del Bosco,Red Wine,2015,$26.5,Rosso di Montalcino,,,
p002110,Gigondas 2016,M. Chapoutier,Red Wine,2016,$28.72,Gigondas,,,
p002111,Viognier 2017,Fairview,White Wine,2017,$15.98,Paarl,,,
p002112,Riesling Trocken 2018,Clemens Busch,White Wine,2018,$12.4,Mosel,,,
p002113,Puglia I Muri Bianco 2018,Vigneti del Salento,White Wine,2018,$6.95,Puglia,,,
p002114,Sa Fita Blanco 2017,Es Fangar,White Wine,2017,$18.9,Plà i Llevant,,,
p002115,Plenum Amarone della Valpolicella 2011,Villa Canestrari,Red Wine,2011,$44.74,Amarone della Valpolicella,,,
p002116,27 Ribera del Duero 2017,Protos,Red Wine,2017,$22.8,Ribera del Duero,,,
p002117,Anticaia Salice Salentino Riserva 2016,San Donaci,Red Wine,2016,$6.9,Salice Salentino,,,
p002118,7 Terroirs 2019,Gut Hermannsberg,White Wine,2019,$11.6,Nahe,,,
p002119,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' N.V.,Legras & Haas,Sparkling Wine,N.V.,$41.93,Champagne Grand Cru 'Chouilly',,,
p002120,El Vuelo 2013,Ermita del Conde,Red Wine,2013,$7.9,Castilla y León,,,
p002121,Barolo 2015,Giacosa Fratelli,Red Wine,2015,$24.19,Barolo,,,
p002122,Lugana Vigneto Massoni 2019,S. Cristina,White Wine,2019,$9.9,Lugana,,,
p002123,Chardonnay Reserve Collection 2018,Tokara,White Wine,2018,$25.26,Stellenbosch,,,
p002124,Puro Malbec - Cabernet 2017,Dieter Meier,Red Wine,2017,$13.9,Mendoza,,,
p002125,Benchmark Chardonnay 2017,Grant Burge,White Wine,2017,$7.51,Barossa,,,
p002126,Châteauneuf-du-Pape 2013,Clos des Papes (Paul Avril),Red Wine,2013,$86.76,Châteauneuf-du-Pape,,,
p002127,Pannobile 2015,Pittnauer,Red Wine,2015,$22.13,Burgenland,,,
p002128,Shiraz 2018,Costa Azul,Red Wine,2018,$3.55,Castilla,,,
p002129,Riesling SONNE 2017,Weingut R&A Pfaffl,White Wine,2017,$16.59,Niederösterreich,,,
p002130,Red 2013,Simply Sunshine,Red Wine,2013,$8.7,South Australia,,,
p002131,Pinot Noir 2016,Yarden,Red Wine,2016,$27.71,Galilee,,,
p002132,Cuvée Marie Ambal Crémant de Bourgogne Rosé N.V.,Veuve Ambal,Sparkling Wine,N.V.,$23.95,Crémant de Bourgogne,,,
p002133,Chianti Classico 2016,Monte Guelfo,Red Wine,2016,$8.29,Chianti Classico,,,
p002134,Crianza 2015,Marqués de Chivé,Red Wine,2015,$5.39,Utiel-Requena,,,
p002135,Riesling Federspiel Terrassen 2019,Domäne Wachau,White Wine,2019,$9.49,Wachau,,,
p002136,Zweigelt Falkenstein 2018,Dürnberg,Red Wine,2018,$8.4,Niederösterreich,,,
p002137,Esprit de Granit Saint-Joseph 2012,Cave de Tain,Red Wine,2012,$27.93,Saint-Joseph,,,
p002138,Vougeot 1er Cru 'Les Petits Vougeots' 2013,Hudelot-Noëllat,Red Wine,2013,$77.5,Vougeot 1er Cru 'Les Petits Vougeots',,,
p002139,Domaine Grand Veneur Côtes du Rhône Les Champauvins 2017,Alain Jaume,Red Wine,2017,$9.7,Côtes-du-Rhône,,,
p002140,Win Win Riesling 2019,Von Winning,White Wine,2019,$9.7,Pfalz,,,
p002141,Special Reserve Cabernet Sauvignon 2013,Siegel,Red Wine,2013,$12.62,Colchagua Valley,,,
p002142,Selecció Tinto 2016,Edetària,Red Wine,2016,$27.2,Terra Alta,,,
p002143,Chardonnay 2018,Richland,White Wine,2018,$9.96,Riverina,,,
p002144,Steffensberg 2014,Immich-Batterieberg,White Wine,2014,$25.24,Mosel,,,
p002145,Martin Melck Cabernet Sauvignon 2012,Muratie,Red Wine,2012,$17.29,Stellenbosch,,,
p002146,The Dry Land Collection Resolve Pinotage 2017,Perdeberg,Red Wine,2017,$12.5,Paarl,,,
p002147,Barbaresco Riserva Pajé 2014,Produttori del Barbaresco,Red Wine,2014,$45.72,Barbaresco,,,
p002148,Sparkling Angel Brut N.V.,Montes,Sparkling Wine,N.V.,$18.5,Central Valley,,,
p002149,Baron de Charette Monopole Bourgogne Pinot Noir 2017,Château de Dracy,Red Wine,2017,$15.5,Bourgogne,,,
p002150,Grand Vin La Clape Blanc 2018,Château l'Hospitalet,White Wine,2018,$36.85,La Clape,,,
p002151,Max VIII 150 Anos 2017,Errazuriz,Red Wine,2017,$23.4,Aconcagua,,,
p002152,Gevrey-Chambertin 2016,Bouchard Père & Fils,Red Wine,2016,$44.57,Gevrey-Chambertin,,,
p002153,Crémant de Loire Brut Rosé N.V.,Chapin & Landais,Sparkling Wine,N.V.,$11.07,Crémant de Loire,,,
p002154,Cabernet Sauvignon 2014,Heartland,Red Wine,2014,$11.89,Langhorne Creek,,,
p002155,Riesling Terrassen 2018,Weingut Bründlmayer,White Wine,2018,$15.25,Kamptal,,,
p002156,One Man Band White 2016,Iona,White Wine,2016,$24.9,Elgin,,,
p002157,Kaapse Vonkel Brut Rosé 2017,Simonsig,Sparkling Wine,2017,$14.08,Stellenbosch,,,
p002158,Château Marojallia Margaux 2015,Domaines Philippe Porcheron,Red Wine,2015,$59.95,Margaux,,,
p002159,Erta e China Rosso di Toscana 2015,Renzo Masi,Red Wine,2015,$7.45,Toscana,,,
p002160,Single Vineyard Block No 4 Malbec 2015,Pyros,Red Wine,2015,$23.95,Pedernal Valley,,,
p002161,Cabernet Sauvignon 2015,Zevenwacht,Red Wine,2015,$13.82,Stellenbosch,,,
p002162,Tempranillo 2018,Viña Bujanda,Red Wine,2018,$6.07,Rioja,,,
p002163,Gran Reserva Rioja 2011,Lan,Red Wine,2011,$16.95,Rioja,,,
p002164,Senftenberger Piri Grüner Veltliner 2018,Nigl,White Wine,2018,$15.99,Kremstal,,,
p002165,Serego Alighieri Possessioni Rosso del Veronese 2017,Masi,Red Wine,2017,$10.35,Rosso Veronese,,,
p002166,Zweigelt SANDSTEIN 2018,Weingut R&A Pfaffl,Red Wine,2018,$10.93,Niederösterreich,,,
p002167,La Demoiselle de Sociando-Mallet Haut-Médoc 2015,Château Sociando-Mallet,Red Wine,2015,$19.4,Haut-Médoc,,,
p002168,Riesling Extra Brut N.V.,Eymann,Sparkling Wine,N.V.,$18.6,Pfalz,,,
p002169,Tempranillo 2019,Mesta,Red Wine,2019,$5.95,Uclés,,,
p002170,Moncucco Moscato d'Asti 2016,Fontanafredda,Sparkling Wine,2016,$17.09,Moscato d'Asti,,,
p002171,Modus Toscana 2013,Ruffino,Red Wine,2013,$37.79,Toscana,,,
p002172,Merlot Rosé 2018,Fortant,Rose,2018,$6.55,Pays d'Oc,,,
p002173,Terre Pourpre Visan 2017,Domaine La Florane,Red Wine,2017,$15.5,Côtes-du-Rhône-Villages 'Visan',,,
p002174,Barolo Bussia Romirasco 2015,Aldo Conterno,Red Wine,2015,$189.15,Barolo,,,
p002175,Sauvignon Blanc Te Muna Road Vineyard 2019,Craggy Range,White Wine,2019,$21.29,Martinborough,,,
p002176,Marca Trevigiana Rosé N.V.,Le Contesse,Sparkling Wine,N.V.,$4.7,Marca Trevigiana,,,
p002177,Crianza 2016,Pagos de Aráiz,Red Wine,2016,$7.7,Navarra,,,
p002178,Chardonnay 2018,Knewitz,White Wine,2018,$8.9,Rheinhessen,,,
p002179,Vittorio Moretti 2006,Bellavista,Sparkling Wine,2006,$114.17,Franciacorta,,,
p002180,Hommage à Jacques Perrin Châteauneuf-du-Pape 2009,Château de Beaucastel,Red Wine,2009,$480.0,Châteauneuf-du-Pape,,,
p002181,Granato 2017,Foradori,Red Wine,2017,$45.84,Vigneti delle Dolomiti,,,
p002182,Villa Barbi Umbria Rosso 2016,Decugnano dei Barbi,Red Wine,2016,$8.95,Umbria,,,
p002183,Shiraz 2017,Kaapzicht,Red Wine,2017,$14.95,Stellenbosch,,,
p002184,PaCo Sensazioni di Paolo 2016,Paolo Cottini,Red Wine,2016,$16.9,Rosso Veronese,,,
p002185,Saint-Estèphe 2015,Château Le Crock,Red Wine,2015,$32.65,Saint-Estèphe,,,
p002186,Clos du Marquis Saint-Julien 2010,Château Léoville Las Cases,Red Wine,2010,$67.75,Saint-Julien,,,
p002187,Montiggl Riesling 2019,St. Michael-Eppan,White Wine,2019,$13.25,Südtirol - Alto Adige,,,
p002188,Merlot 2018,La Forge Estate,Red Wine,2018,$7.27,Pays d'Oc,,,
p002189,Copertino 2016,Doppio Passo,Red Wine,2016,$8.77,Copertino,,,
p002190,Toscana Mediterra 2016,Poggio Al Tesoro,Red Wine,2016,$12.48,Toscana,,,
p002191,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,Château Carbonnieux,White Wine,2016,$39.9,Pessac-Léognan,,,
p002192,Gold 2017,Rustenberg,Red Wine,2017,$25.34,Stellenbosch,,,
p002193,Grüner Veltliner ZEISEN Weinviertel DAC 2019,Weingut R&A Pfaffl,White Wine,2019,$8.9,Weinviertel,,,
p002194,Kali Hart Chardonnay 2016,Talbott,White Wine,2016,$24.02,Monterey,,,
p002195,Gloria 2017,Kollwentz,White Wine,2017,$79.68,Burgenland,,,
p002196,Douro Redoma Tinto 2017,Niepoort,Red Wine,2017,$31.57,Douro,,,
p002197,Vieilles Vignes Nuits-Saint-Georges 2015,Domaine Robert Chevillon,Red Wine,2015,$69.26,Nuits-Saint-Georges,,,
p002198,Merlot 2016,Bogle,Red Wine,2016,$14.36,California,,,
p002199,Les Grandes Terrasses Cornas 2013,Paul Jaboulet Aîné,Red Wine,2013,$39.9,Cornas,,,
p002200,Tavkveri 2016,Mukhrani,Red Wine,2016,$16.9,Kakheti,,,
p002201,Paula Malbec 2018,Doña Paula,Red Wine,2018,$6.73,Lujan de Cuyo,,,
p002202,Margaux (Grand Cru Classé) 2016,Château Marquis d'Alesme,Red Wine,2016,$53.61,Margaux,,,
p002203,Buio Buio 2014,Mesa,Red Wine,2014,$35.09,Carignano del Sulcis,,,
p002204,Pinot Brut N.V.,Menger-Krug,Sparkling Wine,N.V.,$15.89,Pfalz,,,
p002205,Cerasuolo Montepulciano d'Abruzzo Rosé 2018,Valentini,Rose,2018,$92.15,Cerasuolo d'Abruzzo,,,
p002206,Bordeaux Rosé 2018,Château Landonnet,Rose,2018,$8.78,Bordeaux,,,
p002207,Loiserberg Grüner Veltliner Reserve 2017,Loimer,White Wine,2017,$17.55,Kamptal,,,
p002208,Berg Rottland Riesling 2017,Georg Breuer,White Wine,2017,$38.9,Rheingau,,,
p002209,Cordillera Reserva Especial Cabernet Sauvignon 2015,Miguel Torres,Red Wine,2015,$16.48,Maipo Valley,,,
p002210,Brut Rosé Champagne N.V.,J.M. Gobillard & Fils,Sparkling Wine,N.V.,$30.95,Champagne,,,
p002211,Brunello Di Montalcino Riserva 2010,Caparzo,Red Wine,2010,$54.22,Brunello di Montalcino,,,
p002212,Courela Tinto 2016,Cortes de Cima,Red Wine,2016,$5.65,Alentejano,,,
p002213,Grüner Veltliner Kamptaler Terrassen 2019,Weingut Bründlmayer,White Wine,2019,$12.32,Kamptal,,,
p002214,Côtes du Roussillon 2017,Domaine de Fontclare,Red Wine,2017,$16.38,Côtes du Roussillon,,,
p002215,Salice Salentino Riserva 2016,Il Tauro,Red Wine,2016,$6.3,Salice Salentino,,,
p002216,Valbuena 5º 2015,Vega Sicilia,Red Wine,2015,$131.0,Ribera del Duero,,,
p002217,Cabernet Sauvignon 2015,First Press,Red Wine,2015,$20.36,Napa Valley,,,
p002218,Médoc 2016,Château Potensac,Red Wine,2016,$28.95,Médoc,,,
p002219,D Brut Rosé Champagne N.V.,Veuve A. Devaux,Sparkling Wine,N.V.,$46.9,Champagne,,,
p002220,Single Vineyard Tinto 2016,Quinta de Quercus,Red Wine,2016,$12.9,La Mancha,,,
p002221,Turmhof Lagrein 2018,Tiefenbrunner,Red Wine,2018,$13.99,Südtirol - Alto Adige,,,
p002222,Strada di Guia 109 Brut N.V.,Foss Marai,Sparkling Wine,N.V.,$13.72,Conegliano-Valdobbiadene Prosecco,,,
p002223,Rasteau Les Argiles Bleues 2017,Domaine de Beaurenard,Red Wine,2017,$26.9,Rasteau,,,
p002224,Pinot Noir 2014,Domaine Anderson,Red Wine,2014,$57.42,Anderson Valley,,,
p002225,Pinot Noir 2016,Domaine Drouhin,Red Wine,2016,$54.59,Dundee Hills,,,
p002226,Red Blend (BLEND) 2015,Avalon,Red Wine,2015,$11.9,California,,,
p002227,Barolo Ravera 2015,Vietti,Red Wine,2015,$173.63,Barolo,,,
p002228,La Poza de Ballesteros Rioja 2015,Artadi,Red Wine,2015,$98.95,Rioja,,,
p002229,Triumvirat Grande Cuvée Brut 2009,Raumland,Sparkling Wine,2009,$42.95,Rheinhessen,,,
p002230,Carmenère 2017,Carmen,Red Wine,2017,$6.75,Central Valley,,,
p002231,Vulcano 2017,Hans Igler,Red Wine,2017,$21.21,Mittelburgenland,,,
p002232,Gran Tiati 2011,Teanum,Red Wine,2011,$34.9,Puglia,,,
p002233,Chardonnay 2018,TerraNoble,White Wine,2018,$7.04,Central Valley,,,
p002234,Cellar Selection Cabernet Sauvignon 2017,Kleine Zalze,Red Wine,2017,$9.5,Stellenbosch,,,
p002235,Shiraz 2017,Leopard’s Leap,Red Wine,2017,$7.45,Western Cape,,,
p002236,Hydra Vernaccia di San Gimignano 2017,Il Palagione,White Wine,2017,$11.2,Vernaccia di San Gimignano,,,
p002237,Ripa della Volta Amarone della Valpolicella 2015,Ottella,Red Wine,2015,$37.9,Amarone della Valpolicella,,,
p002238,Cervidoni Rosso Piceno 2016,Tenuta di Tavignano,Red Wine,2016,$7.7,Rosso Piceno,,,
p002239,Gewürztraminer 2018,Ritterhof,White Wine,2018,$14.54,Südtirol - Alto Adige,,,
p002240,Mavrotragano 2016,Domaine Sigalas,Red Wine,2016,$36.95,Santorini,,,
p002241,Valpolicella Classico 2015,Sartori,Red Wine,2015,$11.69,Valpolicella,,,
p002242,Nero di Troia 2017,Terre Avare,Red Wine,2017,$7.21,Puglia,,,
p002243,Terroir Pinot Noir 2015,Leo Hillinger,Red Wine,2015,$26.9,Burgenland,,,
p002244,Koonunga Hill Shiraz - Cabernet 2018,Penfolds,Red Wine,2018,$10.6,South Australia,,,
p002245,Rubrica Branco 2014,Luis Duarte,White Wine,2014,$15.5,Alentejano,,,
p002246,Les Terroirs Vieux Carignan 2018,Calmel & Joseph,Red Wine,2018,$8.7,Hérault,,,
p002247,Pessac-Léognan (Grand Cru Classé de Graves) 2007,Château Pape Clément,Red Wine,2007,$161.1,Pessac-Léognan,,,
p002248,Casa Real Cabernet Sauvignon 2012,Santa Rita,Red Wine,2012,$38.94,Maipo Valley,,,
p002249,Bouquet Terre Siciliane 2018,Tenuta Rapitalà,White Wine,2018,$10.57,Terre Siciliane,,,
p002250,Siglo de Oro Reserva Chardonnay 2018,Santa Helena,White Wine,2018,$6.2,Central Valley,,,
p002251,Vino Nobile di Montepulciano 2016,Talosa,Red Wine,2016,$17.79,Vino Nobile di Montepulciano,,,
p002252,Albariño 2019,Paco & Lola,White Wine,2019,$9.6,Rías Baixas,,,
p002253,1754 Prosecco N.V.,Casa Defrà,Sparkling Wine,N.V.,$11.65,Prosecco,,,
p002254,Cabernet Sauvignon - Shiraz 2016,Oxford Landing,Red Wine,2016,$8.2,South Australia,,,
p002255,Mazzano Amarone Della Valpolicella Classico 2011,Masi,Red Wine,2011,$125.0,Amarone della Valpolicella Classico,,,
p002256,Legado Muñoz Garnacha 2018,Munoz,Red Wine,2018,$4.79,Castilla,,,
p002257,Eve Chardonnay 2017,Charles Smith,White Wine,2017,$13.16,Ancient Lakes of Columbia Valley,,,
p002258,Chianti Classico Riserva Novecento 2015,Dievole,Red Wine,2015,$33.69,Chianti Classico,,,
p002259,Crianza (Selección Crianza) 2015,Borsao,Red Wine,2015,$11.95,Campo de Borja,,,
p002260,Prosecco N.V.,Reguta,Sparkling Wine,N.V.,$5.5,Prosecco,,,
p002261,Grans Muralles 2011,Torres,Red Wine,2011,$79.0,Conca de Barberà,,,
p002262,Dedicato a Walter Bolgheri Superiore 2015,Poggio Al Tesoro,Red Wine,2015,$89.0,Bolgheri Superiore,,,
p002263,Cresasso Corvina Veronese 2010,Zenato,Red Wine,2010,$66.45,Veneto,,,
p002264,Pinot Noir 2015,H. J. Kreuzberg,Red Wine,2015,$10.5,Ahr,,,
p002265,Mai The First A.Montes Malbec 2016,Kaiken,Red Wine,2016,$61.05,Mendoza,,,
p002266,Saint-Émilion Grand Cru 2016,Château Rozier,Red Wine,2016,$16.36,Saint-Émilion Grand Cru,,,
p002267,Terroir de Saint Alban Blanc Sec 2018,Mathieu Apffel,White Wine,2018,$16.47,Savoie,,,
p002268,Réserve Brut Champagne N.V.,Pol Roger,Sparkling Wine,N.V.,$38.5,Champagne,,,
p002269,Rioja Reserva 2012,Torre de Oña,Red Wine,2012,$19.89,Rioja,,,
p002270,Buzzard Kloof Syrah 2017,Rustenberg,Red Wine,2017,$18.42,Stellenbosch,,,
p002271,Mas Donis Rosat Montsant 2018,Capçanes,Rose,2018,$6.95,Montsant,,,
p002272,Branco 2018,Quinta da Espiga,White Wine,2018,$4.95,Lisboa,,,
p002273,Dalila Riserva 2018,Feudo Arancio,White Wine,2018,$8.5,Sicilia,,,
p002274,Moulin des Costes Bandol Rouge 2016,Domaines Bunan,Red Wine,2016,$21.9,Bandol,,,
p002275,Overture N.V.,Opus One,Red Wine,N.V.,$154.99,Napa Valley,,,
p002276,Franciacorta Gran Cuvée Pas Operé N.V.,Bellavista,Sparkling Wine,N.V.,$34.9,Franciacorta,,,
p002277,JT Rouge Costières de Nîmes 2016,Château de Nages,Red Wine,2016,$18.03,Costières-de-Nîmes,,,
p002278,Sofia Rosé 2018,Francis Ford Coppola,Rose,2018,$22.9,Monterey County,,,
p002279,Heideboden Rotweincuvée 2018,Keringer,Red Wine,2018,$10.5,Neusiedlersee,,,
p002280,Bardolino 2018,Montecelli,Red Wine,2018,$5.81,Bardolino,,,
p002281,Guidalberto 2017,Tenuta San Guido,Red Wine,2017,$39.0,Toscana,,,
p002282,Max Reserva Carmenère 2016,Errazuriz,Red Wine,2016,$14.53,Aconcagua Valley,,,
p002283,Spätburgunder 2015,A. Christmann,Red Wine,2015,$16.95,Pfalz,,,
p002284,Les Roches Saumur-Champigny 2017,Domaine des Roches Neuves,Red Wine,2017,$15.9,Saumur-Champigny,,,
p002285,Napanook 2014,Dominus,Red Wine,2014,$82.86,Napa Valley,,,
p002286,Clos Sainte Hune Riesling Alsace 2012,Trimbach,White Wine,2012,$193.03,Alsace,,,
p002287,Cabernet Sauvignon 2015,Sottano,Red Wine,2015,$9.7,Lujan de Cuyo,,,
p002288,Tinto 2013,Cortes de Cima,Red Wine,2013,$14.62,Alentejano,,,
p002289,Prosecco Valdobbiadene Superiore Millesimato 2017,Villa Sandi,Sparkling Wine,2017,$11.21,Prosecco,,,
p002290,Clos de la Vieille Eglise Pomerol 2016,Jean-Louis Trocard,Red Wine,2016,$67.26,Pomerol,,,
p002291,Majuelos de Callejo 2006,Callejo,Red Wine,2006,$29.15,Ribera del Duero,,,
p002292,Côtes du Rhône Réserve Rouge 2018,Les Dauphins,Red Wine,2018,$6.83,Côtes-du-Rhône,,,
p002293,Barolo Riserva 2011,Borgogno,Red Wine,2011,$110.75,Barolo,,,
p002294,Malbec 2016,Leval,Red Wine,2016,$5.69,Pays d'Oc,,,
p002295,Haut-Médoc 2011,Château Saint-Ahon,Red Wine,2011,$16.47,Haut-Médoc,,,
p002296,Rosato Secco N.V.,Duca del Valentino,Sparkling Wine,N.V.,$7.75,Emilia-Romagna,,,
p002297,Susumaniello 2017,Epicuro,Red Wine,2017,$14.94,Puglia,,,
p002298,Clair de Rose 2019,Les Jamelles,Rose,2019,$5.56,Pays d'Oc,,,
p002299,Napanook 2013,Dominus,Red Wine,2013,$82.86,Napa Valley,,,
p002300,Chardonnay Reserva 2018,Veramonte,White Wine,2018,$8.41,Casablanca Valley,,,
p002301,Spätburgunder 2014,Oliver Zeter,Red Wine,2014,$10.0,Pfalz,,,
p002302,Pago del Conde 2012,Ermita del Conde,Red Wine,2012,$28.9,Castilla y León,,,
p002303,Nuits-Saint-Georges Aux Perdrix Premier Cru 2015,Domaine des Perdrix,Red Wine,2015,$101.85,Nuits-Saint-Georges 1er Cru 'Aux Perdrix',,,
p002304,Catarratto 2019,Feudi Branciforti dei Bordonaro,White Wine,2019,$5.0,Terre Siciliane,,,
p002305,Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Château Grand Mayne,Red Wine,2005,$75.95,Saint-Émilion Grand Cru,,,
p002306,Fleurie 2018,Terres Dorées,Red Wine,2018,$18.9,Fleurie,,,
p002307,Prosecco Extra Dry N.V.,La Jara,Sparkling Wine,N.V.,$12.3,Prosecco,,,
p002308,Crianza 2015,Castillo de Enériz,Red Wine,2015,$6.88,Navarra,,,
p002309,Ventoux Artemia 2015,Château Pesquie,Red Wine,2015,$32.9,Ventoux,,,
p002310,Critone Bianco 2019,Librandi,White Wine,2019,$7.9,Val di Neto,,,
p002311,Private Collection Chardonnay 2017,Saxenburg,White Wine,2017,$17.5,Stellenbosch,,,
p002312,Aires Montepulciano d'Abruzzo 2017,Fosso Corno,Red Wine,2017,$5.95,Montepulciano d'Abruzzo,,,
p002313,Meshach 2012,Grant Burge,Red Wine,2012,$115.61,Barossa Valley,,,
p002314,Big Easy Red 2017,Ernie Els,Red Wine,2017,$17.36,Western Cape,,,
p002315,The Love Grass Shiraz 2017,d'Arenberg,Red Wine,2017,$14.63,McLaren Vale,,,
p002316,Siefersheim Porphyr Riesling 2018,Wagner-Stempel,White Wine,2018,$16.57,Rheinhessen,,,
p002317,Silvaner Trocken 2017,Wittmann,White Wine,2017,$7.75,Rheinhessen,,,
p002318,Sauvignon Blanc 2019,Cederberg,White Wine,2019,$15.27,Citrusdal Mountain,,,
p002319,Les Malconsorts Vosne-Romanée Premier Cru 2016,Clos Frantin,Red Wine,2016,$125.0,Vosne-Romanée Premier Cru,,,
p002320,Bishop Shiraz 2016,Glaetzer,Red Wine,2016,$30.39,Barossa Valley,,,
p002321,Reseca 2012,Gulfi,Red Wine,2012,$29.9,Terre Siciliane,,,
p002322,Alejairén Airen 2017,El Vínculo,White Wine,2017,$18.42,La Mancha,,,
p002323,Teroldego 2016,Madonna delle Vittorie,Red Wine,2016,$14.29,Vigneti delle Dolomiti,,,
p002324,Blaufränkisch 2017,Markowitsch,Red Wine,2017,$8.24,Carnuntum,,,
p002325,Imagine 2015,Vindemio,Red Wine,2015,$12.95,Ventoux,,,
p002326,Châteauneuf-du-Pape 2015,Clos des Papes (Paul Avril),Red Wine,2015,$86.76,Châteauneuf-du-Pape,,,
p002327,Garnacha Blanca 2018,La Picossa,White Wine,2018,$8.92,Terra Alta,,,
p002328,Clos de Los Siete (by Michel Rolland) 2016,Clos de los Siete,Red Wine,2016,$16.27,Mendoza,,,
p002329,Arele Rosso (Appassimento) 2016,Tommasi,Red Wine,2016,$13.9,delle Venezie,,,
p002330,Rosé Gran Cuvée Especial 2018,Pago de Cirsus,Rose,2018,$9.9,Navarra,,,
p002331,Nosiola 2018,Madonna delle Vittorie,White Wine,2018,$12.57,Vigneti delle Dolomiti,,,
p002332,Pulcino Montepulciano d'Abruzzo 2015,Farnese,Red Wine,2015,$6.05,Montepulciano d'Abruzzo,,,
p002333,Valpolicella Ripasso Classico Superiore 2017,Monte del Frá,Red Wine,2017,$11.16,Valpolicella Ripasso Classico,,,
